booth_no,type,geometry
3325,ix,"POLYGON ((-79.38396642261354 43.64174053636412, -79.38395584808875 43.64171342729231, -79.38399327106866 43.64170578250925, -79.3840038455934 43.6417328915845, -79.38396642261354 43.64174053636412))"
3327,ix,"POLYGON ((-79.38395584808875 43.64171342729231, -79.38394527356397 43.64168631820828, -79.38398269654387 43.64167867342176, -79.38399327106866 43.64170578250925, -79.38395584808875 43.64171342729231))"
3329,ix,"POLYGON ((-79.38394527356397 43.64168631820828, -79.38393469903922 43.64165920911201, -79.3839721220191 43.64165156432203, -79.38398269654387 43.64167867342176, -79.38394527356397 43.64168631820828))"
3331,ix,"POLYGON ((-79.38393469903922 43.64165920911201, -79.38392412451442 43.64163210000351, -79.38396154749431 43.64162445521009, -79.3839721220191 43.64165156432203, -79.38393469903922 43.64165920911201))"
3333,ix,"POLYGON ((-79.38392412451442 43.64163210000351, -79.38391354998969 43.64160499088278, -79.38395097296957 43.64159734608591, -79.38396154749431 43.64162445521009, -79.38392412451442 43.64163210000351))"
3335,ix,"POLYGON ((-79.38391354998969 43.64160499088278, -79.38390297546489 43.64157788174982, -79.38394039844475 43.64157023694949, -79.38395097296957 43.64159734608591, -79.38391354998969 43.64160499088278))"
3138,ix,"POLYGON ((-79.38408007319539 43.64151399697529, -79.38406949867061 43.64148688780127, -79.38410692165047 43.64147924298936, -79.38411749617526 43.64150635216684, -79.38408007319539 43.64151399697529))"
3140,ix,"POLYGON ((-79.38406949867061 43.64148688780127, -79.38405892414585 43.64145977861501, -79.38409634712572 43.64145213379967, -79.38410692165047 43.64147924298936, -79.38406949867061 43.64148688780127))"
3142,ix,"POLYGON ((-79.38405892414585 43.64145977861501, -79.38404834962107 43.64143266941652, -79.38408577260097 43.64142502459774, -79.38409634712572 43.64145213379967, -79.38405892414585 43.64145977861501))"
3144,ix,"POLYGON ((-79.38404834962107 43.64143266941652, -79.38403777509629 43.6414055602058, -79.38407519807619 43.64139791538356, -79.38408577260097 43.64142502459774, -79.38404834962107 43.64143266941652))"
3146,ix,"POLYGON ((-79.38403777509629 43.6414055602058, -79.38402720057154 43.64137845098286, -79.38406462355141 43.64137080615716, -79.38407519807619 43.64139791538356, -79.38403777509629 43.6414055602058))"
3148,ix,"POLYGON ((-79.38402720057154 43.64137845098286, -79.38401662604674 43.64135134174767, -79.38405404902662 43.64134369691853, -79.38406462355141 43.64137080615716, -79.38402720057154 43.64137845098286))"
3150,ix,"POLYGON ((-79.38401662604674 43.64135134174767, -79.38400605152199 43.64132423250025, -79.38404347450188 43.64131658766765, -79.38405404902662 43.64134369691853, -79.38401662604674 43.64135134174767))"
3152,ix,"POLYGON ((-79.38400605152199 43.64132423250025, -79.3839954769972 43.64129712324061, -79.38403289997707 43.64128947840455, -79.38404347450188 43.64131658766765, -79.38400605152199 43.64132423250025))"
3136,ix,"POLYGON ((-79.38409064772017 43.64154110613708, -79.38408007319541 43.64151399697529, -79.38411749617526 43.64150635216684, -79.38412807070006 43.64153346133208, -79.38409064772017 43.64154110613708))"
2939,ix,"POLYGON ((-79.38411749617525 43.64150635216683, -79.38410692165047 43.64147924298936, -79.38414434463034 43.64147159817649, -79.38415491915514 43.64149870735741, -79.38411749617525 43.64150635216683))"
2941,ix,"POLYGON ((-79.38410692165047 43.64147924298936, -79.38409634712572 43.64145213379965, -79.38413377010559 43.64144448898334, -79.38414434463034 43.64147159817649, -79.38410692165047 43.64147924298936))"
2943,ix,"POLYGON ((-79.38409634712572 43.64145213379965, -79.38408577260093 43.64142502459772, -79.38412319558084 43.64141737977795, -79.38413377010559 43.64144448898334, -79.38409634712572 43.64145213379965))"
2945,ix,"POLYGON ((-79.38408577260093 43.64142502459772, -79.38407519807616 43.64139791538355, -79.38411262105606 43.64139027056034, -79.38412319558084 43.64141737977795, -79.38408577260093 43.64142502459772))"
2947,ix,"POLYGON ((-79.38407519807616 43.64139791538355, -79.3840646235514 43.64137080615715, -79.38410204653128 43.64136316133047, -79.38411262105606 43.64139027056034, -79.38407519807616 43.64139791538355))"
2949,ix,"POLYGON ((-79.3840646235514 43.64137080615715, -79.3840540490266 43.64134369691851, -79.38409147200649 43.64133605208839, -79.38410204653128 43.64136316133047, -79.3840646235514 43.64137080615715))"
2951,ix,"POLYGON ((-79.3840540490266 43.64134369691851, -79.38404347450187 43.64131658766765, -79.38408089748174 43.64130894283407, -79.38409147200649 43.64133605208839, -79.3840540490266 43.64134369691851))"
2953,ix,"POLYGON ((-79.38404347450187 43.64131658766765, -79.38403289997707 43.64128947840455, -79.38407032295694 43.64128183356753, -79.38408089748174 43.64130894283407, -79.38404347450187 43.64131658766765))"
2937,ix,"POLYGON ((-79.38412807070004 43.64153346133207, -79.38411749617526 43.64150635216684, -79.38415491915514 43.64149870735741, -79.38416549367993 43.64152581652611, -79.38412807070004 43.64153346133207))"
3338,ix,"POLYGON ((-79.38396752821772 43.64153566599739, -79.38395695369296 43.64150855683315, -79.38399437667282 43.641500912024, -79.38400495119761 43.64152802119169, -79.38396752821772 43.64153566599739))"
3340,ix,"POLYGON ((-79.38395695369296 43.64150855683315, -79.38394637916821 43.64148144765667, -79.38398380214807 43.64147380284408, -79.38399437667282 43.641500912024, -79.38395695369296 43.64150855683315))"
3342,ix,"POLYGON ((-79.38394637916821 43.64148144765667, -79.3839358046434 43.64145433846796, -79.38397322762333 43.64144669365192, -79.38398380214807 43.64147380284408, -79.38394637916821 43.64148144765667))"
3344,ix,"POLYGON ((-79.3839358046434 43.64145433846796, -79.38392523011862 43.64142722926702, -79.38396265309852 43.64141958444753, -79.38397322762333 43.64144669365192, -79.3839358046434 43.64145433846796))"
3346,ix,"POLYGON ((-79.38392523011862 43.64142722926702, -79.38391465559387 43.64140012005385, -79.38395207857376 43.6413924752309, -79.38396265309852 43.64141958444753, -79.38392523011862 43.64142722926702))"
3348,ix,"POLYGON ((-79.38391465559387 43.64140012005385, -79.38390408106909 43.64137301082843, -79.38394150404896 43.64136536600205, -79.38395207857376 43.6413924752309, -79.38391465559387 43.64140012005385))"
3350,ix,"POLYGON ((-79.38390408106909 43.64137301082843, -79.38389350654434 43.6413459015908, -79.38393092952423 43.64133825676095, -79.38394150404896 43.64136536600205, -79.38390408106909 43.64137301082843))"
3352,ix,"POLYGON ((-79.38389350654434 43.6413459015908, -79.38388293201955 43.64131879234093, -79.38392035499942 43.64131114750763, -79.38393092952423 43.64133825676095, -79.38389350654434 43.6413459015908))"
3336,ix,"POLYGON ((-79.38397810274252 43.64156277514941, -79.38396752821774 43.6415356659974, -79.38400495119761 43.64152802119169, -79.3840155257224 43.64155513034716, -79.38397810274252 43.64156277514941))"
3139,ix,"POLYGON ((-79.3840049511976 43.64152802119169, -79.38399437667282 43.641500912024, -79.38403179965269 43.64149326721387, -79.38404237417748 43.64152037638502, -79.3840049511976 43.64152802119169))"
3141,ix,"POLYGON ((-79.38399437667282 43.641500912024, -79.38398380214807 43.64147380284407, -79.38402122512792 43.6414661580305, -79.38403179965269 43.64149326721387, -79.38399437667282 43.641500912024))"
3143,ix,"POLYGON ((-79.38398380214807 43.64147380284407, -79.38397322762327 43.64144669365191, -79.38401065060319 43.6414390488349, -79.38402122512792 43.6414661580305, -79.38398380214807 43.64147380284407))"
3145,ix,"POLYGON ((-79.38397322762327 43.64144669365191, -79.38396265309849 43.64141958444752, -79.38400007607839 43.64141193962706, -79.38401065060319 43.6414390488349, -79.38397322762327 43.64144669365191))"
3147,ix,"POLYGON ((-79.38396265309849 43.64141958444752, -79.38395207857374 43.64139247523089, -79.38398950155363 43.64138483040697, -79.38400007607839 43.64141193962706, -79.38396265309849 43.64141958444752))"
3149,ix,"POLYGON ((-79.38395207857374 43.64139247523089, -79.38394150404895 43.64136536600203, -79.38397892702883 43.64135772117468, -79.38398950155363 43.64138483040697, -79.38395207857374 43.64139247523089))"
3151,ix,"POLYGON ((-79.38394150404895 43.64136536600203, -79.38393092952421 43.64133825676095, -79.38396835250408 43.64133061193013, -79.38397892702883 43.64135772117468, -79.38394150404895 43.64136536600203))"
3153,ix,"POLYGON ((-79.38393092952421 43.64133825676095, -79.38392035499942 43.64131114750763, -79.38395777797928 43.64130350267335, -79.38396835250408 43.64133061193013, -79.38393092952421 43.64133825676095))"
3137,ix,"POLYGON ((-79.38401552572239 43.64155513034715, -79.38400495119761 43.64152802119169, -79.38404237417748 43.64152037638502, -79.38405294870226 43.64154748554393, -79.38401552572239 43.64155513034715))"
2738,ix,"POLYGON ((-79.38430458235672 43.64146827718105, -79.38429400783194 43.64144116798641, -79.3843314308118 43.64143352316868, -79.38434200533659 43.64146063236679, -79.38430458235672 43.64146827718105))"
2746,ix,"POLYGON ((-79.38426228425762 43.64135984032905, -79.38425170973287 43.64133273108548, -79.38428913271274 43.64132508625396, -79.38429970723752 43.64135219550099, -79.38426228425762 43.64135984032905))"
2748,ix,"POLYGON ((-79.38425170973287 43.64133273108548, -79.38424113520806 43.64130562182966, -79.38427855818794 43.64129797699469, -79.38428913271274 43.64132508625396, -79.38425170973287 43.64133273108548))"
2750,ix,"POLYGON ((-79.38424113520806 43.64130562182966, -79.38423056068332 43.64127851256161, -79.38426798366321 43.64127086772319, -79.38427855818794 43.64129797699469, -79.38424113520806 43.64130562182966))"
2752,ix,"POLYGON ((-79.38423056068332 43.64127851256161, -79.38421998615854 43.64125140328134, -79.3842574091384 43.64124375843947, -79.38426798366321 43.64127086772319, -79.38423056068332 43.64127851256161))"
2736,ix,"POLYGON ((-79.38431515688151 43.64149538636348, -79.38430458235673 43.64146827718106, -79.38434200533659 43.64146063236679, -79.3843525798614 43.64148774155266, -79.38431515688151 43.64149538636348))"
2543,ix,"POLYGON ((-79.38432085628706 43.64140641395834, -79.38431028176225 43.64137930473577, -79.38434770474218 43.6413716599102, -79.38435827926692 43.64139876913621, -79.38432085628706 43.64140641395834))"
2545,ix,"POLYGON ((-79.38431028176225 43.64137930473577, -79.38429970723749 43.64135219550098, -79.38433713021738 43.64134455067195, -79.38434770474218 43.6413716599102, -79.38431028176225 43.64137930473577))"
2547,ix,"POLYGON ((-79.38429970723749 43.64135219550098, -79.38428913271272 43.64132508625394, -79.38432655569261 43.64131744142146, -79.38433713021738 43.64134455067195, -79.38429970723749 43.64135219550098))"
2549,ix,"POLYGON ((-79.38428913271272 43.64132508625394, -79.38427855818794 43.64129797699469, -79.38431598116782 43.64129033215875, -79.38432655569261 43.64131744142146, -79.38428913271272 43.64132508625394))"
2551,ix,"POLYGON ((-79.38427855818794 43.64129797699469, -79.38426798366319 43.64127086772319, -79.38430540664308 43.64126322288379, -79.38431598116782 43.64129033215875, -79.38427855818794 43.64129797699469))"
2553,ix,"POLYGON ((-79.38426798366319 43.64127086772319, -79.3842574091384 43.64124375843947, -79.38429483211827 43.64123611359661, -79.38430540664308 43.64126322288379, -79.38426798366319 43.64127086772319))"
2537,ix,"POLYGON ((-79.38435257986137 43.64148774155265, -79.38434200533659 43.64146063236679, -79.38437942831646 43.64145298755154, -79.38439000284126 43.64148009674085, -79.38435257986137 43.64148774155265))"
2938,ix,"POLYGON ((-79.38419189248773 43.641490807804, -79.38418131796296 43.64146369861952, -79.38421874094281 43.64145605380466, -79.38422931546761 43.6414831629926, -79.38419189248773 43.641490807804))"
2940,ix,"POLYGON ((-79.38418131796296 43.64146369861952, -79.38417074343819 43.6414365894228, -79.38420816641805 43.6414289446045, -79.38421874094281 43.64145605380466, -79.38418131796296 43.64146369861952))"
2942,ix,"POLYGON ((-79.38417074343819 43.6414365894228, -79.38416016891341 43.64140948021385, -79.38419759189331 43.64140183539211, -79.38420816641805 43.6414289446045, -79.38417074343819 43.6414365894228))"
2944,ix,"POLYGON ((-79.38416016891341 43.64140948021385, -79.38414959438863 43.64138237099267, -79.38418701736853 43.64137472616747, -79.38419759189331 43.64140183539211, -79.38416016891341 43.64140948021385))"
2946,ix,"POLYGON ((-79.38414959438863 43.64138237099267, -79.38413901986387 43.64135526175925, -79.38417644284375 43.6413476169306, -79.38418701736853 43.64137472616747, -79.38414959438863 43.64138237099267))"
2948,ix,"POLYGON ((-79.38413901986387 43.64135526175925, -79.38412844533907 43.6413281525136, -79.38416586831896 43.64132050768151, -79.38417644284375 43.6413476169306, -79.38413901986387 43.64135526175925))"
2950,ix,"POLYGON ((-79.38412844533907 43.6413281525136, -79.38411787081434 43.64130104325572, -79.38415529379422 43.64129339842017, -79.38416586831896 43.64132050768151, -79.38412844533907 43.6413281525136))"
2952,ix,"POLYGON ((-79.38411787081434 43.64130104325572, -79.38410729628956 43.64127393398561, -79.38414471926941 43.64126628914661, -79.38415529379422 43.64129339842017, -79.38411787081434 43.64130104325572))"
2739,ix,"POLYGON ((-79.38422931546759 43.64148316299259, -79.38421874094281 43.64145605380466, -79.38425616392269 43.64144840898884, -79.38426673844747 43.64147551818022, -79.38422931546759 43.64148316299259))"
2741,ix,"POLYGON ((-79.38421874094281 43.64145605380466, -79.38420816641805 43.64142894460448, -79.38424558939793 43.64142129978522, -79.38425616392269 43.64144840898884, -79.38421874094281 43.64145605380466))"
2743,ix,"POLYGON ((-79.38420816641805 43.64142894460448, -79.38419759189327 43.64140183539209, -79.38423501487318 43.64139419056937, -79.38424558939793 43.64142129978522, -79.38420816641805 43.64142894460448))"
2745,ix,"POLYGON ((-79.38419759189327 43.64140183539209, -79.38418701736849 43.64137472616746, -79.38422444034839 43.64136708134129, -79.38423501487318 43.64139419056937, -79.38419759189327 43.64140183539209))"
2747,ix,"POLYGON ((-79.38418701736849 43.64137472616746, -79.38417644284374 43.6413476169306, -79.38421386582361 43.64133997210097, -79.38422444034839 43.64136708134129, -79.38418701736849 43.64137472616746))"
2749,ix,"POLYGON ((-79.38417644284374 43.6413476169306, -79.38416586831895 43.6413205076815, -79.38420329129883 43.64131286284842, -79.38421386582361 43.64133997210097, -79.38417644284374 43.6413476169306))"
2538,ix,"POLYGON ((-79.384416320676 43.6414453238698, -79.38440574615122 43.6414182146648, -79.38444316913107 43.64141056984415, -79.38445374365588 43.64143767905261, -79.384416320676 43.6414453238698))"
2540,ix,"POLYGON ((-79.38440574615122 43.6414182146648, -79.38439517162645 43.64139110544755, -79.38443259460632 43.64138346062347, -79.38444316913107 43.64141056984415, -79.38440574615122 43.6414182146648))"
2546,ix,"POLYGON ((-79.38437402257689 43.64133688697636, -79.38436344805214 43.64130977772243, -79.38440087103201 43.64130213288799, -79.38441144555679 43.64132924214538, -79.38437402257689 43.64133688697636))"
2548,ix,"POLYGON ((-79.38436344805214 43.64130977772243, -79.38435287352735 43.64128266845626, -79.38439029650722 43.64127502361837, -79.38440087103201 43.64130213288799, -79.38436344805214 43.64130977772243))"
2550,ix,"POLYGON ((-79.38435287352735 43.64128266845626, -79.3843422990026 43.64125555917784, -79.38437972198248 43.64124791433651, -79.38439029650722 43.64127502361837, -79.38435287352735 43.64128266845626))"
2552,ix,"POLYGON ((-79.3843422990026 43.64125555917784, -79.38433172447782 43.64122844988722, -79.38436914745768 43.64122080504242, -79.38437972198248 43.64124791433651, -79.3843422990026 43.64125555917784))"
2536,ix,"POLYGON ((-79.38442689520079 43.64147243306257, -79.38441632067601 43.6414453238698, -79.38445374365588 43.64143767905261, -79.38446431818068 43.64146478824883, -79.38442689520079 43.64147243306257))"
